state,district,year_month,pincode,bio_age_5_17,bio_age_17_
Haryana,Hisar,2025-03,7379697,776,937
Haryana,Hisar,2025-04,6627482,612,550
Haryana,Hisar,2025-05,6254387,740,714
Haryana,Hisar,2025-06,7627898,1154,960
Haryana,Hisar,2025-07,5626957,643,540
Haryana,Hisar,2025-08,6252374,743,749
Haryana,Hisar,2025-09,6627415,952,939
Haryana,Hisar,2025-10,6879677,1033,867
Haryana,Hisar,2025-11,6627476,1034,887
Haryana,Hisar,2025-12,6254146,785,881
Haryana,Hisar,NaT,96542378,11251,11642
Haryana,Jhajjar,2025-01,18514106,14967,21349
Haryana,Jhajjar,2025-02,7330273,408,507
Haryana,Jhajjar,2025-03,7205869,483,481
Haryana,Jhajjar,2025-04,6460192,273,269
Haryana,Jhajjar,2025-05,6212020,351,339
Haryana,Jhajjar,2025-06,6833424,471,416
Haryana,Jhajjar,2025-07,5342177,235,276
Haryana,Jhajjar,2025-08,6957452,359,367
Haryana,Jhajjar,2025-09,6834027,416,468
Haryana,Jhajjar,2025-10,7206536,469,423
Haryana,Jhajjar,2025-11,7082239,521,489
Haryana,Jhajjar,2025-12,6709540,411,450
Haryana,Jhajjar,NaT,97901514,5553,5888
Haryana,Jind,2025-01,10593677,20508,36609
Haryana,Jind,2025-02,4161813,664,976
Haryana,Jind,2025-03,4540205,627,1005
Haryana,Jind,2025-04,4287930,439,494
Haryana,Jind,2025-05,3783486,444,646
Haryana,Jind,2025-06,4035702,495,753
Haryana,Jind,2025-07,3278996,298,479
Haryana,Jind,2025-08,4161813,533,812
Haryana,Jind,2025-09,4035683,535,889
Haryana,Jind,2025-10,4035689,686,866
Haryana,Jind,2025-11,4161813,747,1002
Haryana,Jind,2025-12,3657370,626,783
Haryana,Jind,NaT,60409353,8275,11077
Haryana,Kaithal,2025-01,11563456,22075,32024
Haryana,Kaithal,2025-02,4489326,672,685
Haryana,Kaithal,2025-03,4489326,452,612
Haryana,Kaithal,2025-04,4081220,344,415
Haryana,Kaithal,2025-05,4081207,499,557
Haryana,Kaithal,2025-06,5033543,486,553
Haryana,Kaithal,2025-07,3673125,194,344
Haryana,Kaithal,2025-08,4489326,451,526
Haryana,Kaithal,2025-09,4217367,639,697
Haryana,Kaithal,2025-10,4489317,570,600
Haryana,Kaithal,2025-11,4489326,657,608
Haryana,Kaithal,2025-12,4217261,629,582
Haryana,Kaithal,NaT,64346998,6734,7331
Haryana,Karnal,2025-01,15186714,19109,40974
Haryana,Karnal,2025-02,5942601,684,1161
Haryana,Karnal,2025-03,6074718,602,1053
Haryana,Karnal,2025-04,5018280,227,404
Haryana,Karnal,2025-05,5282344,497,760
Haryana,Karnal,2025-06,6470870,781,1203
Haryana,Karnal,2025-07,4621980,287,514
Haryana,Karnal,2025-08,5942601,458,856
Haryana,Karnal,2025-09,5942654,536,1001
Haryana,Karnal,2025-10,5546497,521,838
Haryana,Karnal,2025-11,5942601,692,1071
Haryana,Karnal,2025-12,5678561,528,933
Haryana,Karnal,NaT,85045149,7502,10827
Haryana,Kurukshetra,2025-01,12522654,14516,31113
Haryana,Kurukshetra,2025-02,5036166,518,870
Haryana,Kurukshetra,2025-03,5444572,421,826
Haryana,Kurukshetra,2025-04,4763997,271,448
Haryana,Kurukshetra,2025-05,4627756,301,548
Haryana,Kurukshetra,2025-06,5036315,364,646
Haryana,Kurukshetra,2025-07,3539023,158,399
Haryana,Kurukshetra,2025-08,5172186,369,624
Haryana,Kurukshetra,2025-09,5036364,496,797
Haryana,Kurukshetra,2025-10,5172198,371,766
Haryana,Kurukshetra,2025-11,5172186,428,827
Haryana,Kurukshetra,2025-12,4491637,390,681
Haryana,Kurukshetra,NaT,70099235,4755,8089
Haryana,Mahendragarh,2025-01,7750469,10680,18052
Haryana,Mahendragarh,2025-02,2952561,389,447
Haryana,Mahendragarh,2025-03,3321642,412,476
Haryana,Mahendragarh,2025-04,2952569,298,368
Haryana,Mahendragarh,2025-05,2829538,259,388
Haryana,Mahendragarh,2025-06,2952539,348,405
Haryana,Mahendragarh,2025-07,2706498,226,271
Haryana,Mahendragarh,2025-08,2952561,369,423
Haryana,Mahendragarh,2025-09,2706514,324,418
Haryana,Mahendragarh,2025-10,2706531,340,331
Haryana,Mahendragarh,2025-11,2952561,467,514
Haryana,Mahendragarh,2025-12,2706504,417,445
Haryana,Mahendragarh,NaT,44288392,5972,5793
Haryana,Mewat,2025-01,5497968,16978,16737
Haryana,Mewat,2025-02,2199105,1183,712
Haryana,Mewat,2025-03,2443318,1452,900
Haryana,Mewat,2025-04,2199105,869,555
Haryana,Mewat,2025-05,2199105,824,504
Haryana,Mewat,2025-06,2199004,920,586
Haryana,Mewat,2025-07,1955299,460,371
Haryana,Mewat,2025-08,2199105,926,542
Haryana,Mewat,2025-09,2199105,939,667
Haryana,Mewat,2025-10,2199105,828,633
Haryana,Mewat,2025-11,2199105,873,624
Haryana,Mewat,2025-12,2199105,726,498
Haryana,Mewat,NaT,32497738,11290,6728
Haryana,Palwal,2025-01,5812216,16100,17064
Haryana,Palwal,2025-02,2179581,760,527
Haryana,Palwal,2025-03,2300686,633,516
Haryana,Palwal,2025-04,2300688,555,520
Haryana,Palwal,2025-05,2179581,469,342
Haryana,Palwal,2025-06,2179475,655,500
Haryana,Palwal,2025-07,1695263,378,282
Haryana,Palwal,2025-08,2179581,604,476
Haryana,Palwal,2025-09,1816169,474,369
Haryana,Palwal,2025-10,2300688,635,446
Haryana,Palwal,2025-11,2179581,698,531
Haryana,Palwal,2025-12,1937470,631,478
Haryana,Palwal,NaT,32451791,8025,6029
Haryana,Panchkula,2025-01,16485345,11941,13763
Haryana,Panchkula,2025-02,6702430,362,256
Haryana,Panchkula,2025-03,6300828,299,230
Haryana,Panchkula,2025-04,5362640,202,132
Haryana,Panchkula,2025-05,6165604,261,179
Haryana,Panchkula,2025-06,5896568,263,224
Haryana,Panchkula,2025-07,5495760,152,193
Haryana,Panchkula,2025-08,6433267,241,204
Haryana,Panchkula,2025-09,6031500,239,213
Haryana,Panchkula,2025-10,6164860,196,214
Haryana,Panchkula,2025-11,6567313,298,279
Haryana,Panchkula,2025-12,6433899,314,221
Haryana,Panchkula,NaT,85240288,3535,2958
Haryana,Panipat,2025-01,12682886,19709,31600
Haryana,Panipat,2025-02,4888167,566,837
Haryana,Panipat,2025-03,5416621,489,798
Haryana,Panipat,2025-04,4491852,330,475
Haryana,Panipat,2025-05,4623986,391,607
Haryana,Panipat,2025-06,4491919,392,567
Haryana,Panipat,2025-07,3963392,223,385
Haryana,Panipat,2025-08,4756086,408,646
Haryana,Panipat,2025-09,4756123,548,818
Haryana,Panipat,2025-10,5416653,577,844
Haryana,Panipat,2025-11,5020307,547,805
Haryana,Panipat,2025-12,4359785,527,721
Haryana,Panipat,NaT,69095212,6719,9244
Haryana,Rewari,2025-01,14406269,14717,16117
Haryana,Rewari,2025-02,5418503,324,266
Haryana,Rewari,2025-03,6155328,413,439
Haryana,Rewari,2025-04,5787211,394,387
Haryana,Rewari,2025-05,5170094,381,281
Haryana,Rewari,2025-06,6032045,424,346
Haryana,Rewari,2025-07,4433734,216,241
Haryana,Rewari,2025-08,5050577,471,341
Haryana,Rewari,2025-09,5908161,485,369
Haryana,Rewari,2025-10,5909827,448,344
Haryana,Rewari,2025-11,5296484,458,364
Haryana,Rewari,2025-12,5417904,451,410
Haryana,Rewari,NaT,78677902,5805,4840
Haryana,Rohtak,2025-01,15782030,15795,35009
Haryana,Rohtak,2025-02,6089338,408,732
Haryana,Rohtak,2025-03,6959101,405,780
Haryana,Rohtak,2025-04,6213239,323,448
Haryana,Rohtak,2025-05,5716109,347,572
Haryana,Rohtak,2025-06,5592118,333,523
Haryana,Rohtak,2025-07,4845731,178,352
Haryana,Rohtak,2025-08,6213742,446,603
Haryana,Rohtak,2025-09,5840724,460,772
Haryana,Rohtak,2025-10,5840787,402,652
Haryana,Rohtak,2025-11,6089136,469,810
Haryana,Rohtak,2025-12,5840786,495,704
Haryana,Rohtak,NaT,85249030,5639,8313
Haryana,Sirsa,2025-01,14010032,25014,36229
Haryana,Sirsa,2025-02,5128704,662,849
Haryana,Sirsa,2025-03,6129386,683,1047
Haryana,Sirsa,2025-04,5378737,488,648
Haryana,Sirsa,2025-05,4127896,437,557
Haryana,Sirsa,2025-06,5504015,655,872
Haryana,Sirsa,2025-07,4253084,404,573
Haryana,Sirsa,2025-08,5253762,654,714
Haryana,Sirsa,2025-09,5378784,812,871
Haryana,Sirsa,2025-10,5253903,668,919
Haryana,Sirsa,2025-11,5253762,759,976
Haryana,Sirsa,2025-12,4753338,697,853
Haryana,Sirsa,NaT,76304781,8709,11316
Haryana,Sonipat,2025-01,21644139,20983,35002
Haryana,Sonipat,2025-02,8263980,677,788
Haryana,Sonipat,2025-03,8526307,627,663
Haryana,Sonipat,2025-04,7213763,327,415
Haryana,Sonipat,2025-05,7739597,414,471
Haryana,Sonipat,2025-06,8657309,670,793
Haryana,Sonipat,2025-07,6689623,263,321
Haryana,Sonipat,2025-08,8263980,442,466
Haryana,Sonipat,2025-09,8657411,673,710
Haryana,Sonipat,2025-10,8263522,543,599
Haryana,Sonipat,2025-11,8263980,610,733
Haryana,Sonipat,2025-12,7739329,570,710
Haryana,Sonipat,NaT,118974006,7825,8358
Haryana,Yamuna Nagar,2025-01,14651823,20012,35609
Haryana,Yamuna Nagar,2025-02,5644176,708,1013
Haryana,Yamuna Nagar,2025-03,6049279,764,1053
Haryana,Yamuna Nagar,2025-04,5242728,405,606
Haryana,Yamuna Nagar,2025-05,5375169,413,760
Haryana,Yamuna Nagar,2025-06,5246465,529,771
Haryana,Yamuna Nagar,2025-07,4169808,314,474
Haryana,Yamuna Nagar,2025-08,5644176,447,777
Haryana,Yamuna Nagar,2025-09,5511087,758,1010
Haryana,Yamuna Nagar,2025-10,5912496,638,956
Haryana,Yamuna Nagar,2025-11,5644176,685,1027
Haryana,Yamuna Nagar,2025-12,5242736,596,840
Haryana,Yamuna Nagar,NaT,77846246,7323,10240
Haryana,Yamunanagar,2025-01,1080009,59,347
Haryana,Yamunanagar,2025-02,808212,2,17
Haryana,Yamunanagar,2025-03,1215016,3,19
Haryana,Yamunanagar,2025-04,540007,1,9
Haryana,Yamunanagar,2025-05,810140,0,11
Haryana,Yamunanagar,2025-06,810111,10,23
Haryana,Yamunanagar,2025-07,810009,3,9
Haryana,Yamunanagar,2025-08,945113,3,12
Haryana,Yamunanagar,2025-09,945130,3,11
Haryana,Yamunanagar,2025-10,1080014,3,18
Haryana,Yamunanagar,2025-11,1080219,2,25
Haryana,Yamunanagar,2025-12,675107,4,14
Haryana,Yamunanagar,NaT,12953825,49,225
Himachal Pradesh,Bilaspur,2025-01,31326749,4539,8481
Himachal Pradesh,Bilaspur,2025-02,12008339,347,154
Himachal Pradesh,Bilaspur,2025-03,12182388,321,143
Himachal Pradesh,Bilaspur,2025-04,11312614,146,160
Himachal Pradesh,Bilaspur,2025-05,12008819,169,175
Himachal Pradesh,Bilaspur,2025-06,12530516,276,195
Himachal Pradesh,Bilaspur,2025-07,10790421,188,126
Himachal Pradesh,Bilaspur,2025-08,11312463,87,145
Himachal Pradesh,Bilaspur,2025-09,10616404,155,185
Himachal Pradesh,Bilaspur,2025-10,11660748,174,166
Himachal Pradesh,Bilaspur,2025-11,12008556,194,195
Himachal Pradesh,Bilaspur,2025-12,10790393,143,172
Himachal Pradesh,Bilaspur,NaT,164471466,2934,1936
Himachal Pradesh,Chamba,2025-01,28032994,6668,12838
Himachal Pradesh,Chamba,2025-02,9873232,454,177
Himachal Pradesh,Chamba,2025-03,11107394,449,184
Himachal Pradesh,Chamba,2025-04,7581082,198,128
Himachal Pradesh,Chamba,2025-05,10931102,291,172
Himachal Pradesh,Chamba,2025-06,10049540,608,200
Himachal Pradesh,Chamba,2025-07,9344404,381,145
Himachal Pradesh,Chamba,2025-08,11988947,297,182
Himachal Pradesh,Chamba,2025-09,11812619,400,189
Himachal Pradesh,Chamba,2025-10,11812798,438,199
Himachal Pradesh,Chamba,2025-11,12341579,552,197
Himachal Pradesh,Chamba,2025-12,10049506,383,209
Himachal Pradesh,Chamba,NaT,161146051,5156,2747
Himachal Pradesh,Hamirpur,2025-01,49408536,5171,8257
Himachal Pradesh,Hamirpur,2025-02,21350063,338,176
Himachal Pradesh,Hamirpur,2025-03,21870507,347,230
Himachal Pradesh,Hamirpur,2025-04,17463250,146,138
Himachal Pradesh,Hamirpur,2025-05,19398286,221,165
Himachal Pradesh,Hamirpur,2025-06,23636729,416,207
Himachal Pradesh,Hamirpur,2025-07,15691658,156,110
Himachal Pradesh,Hamirpur,2025-08,19058044,154,181
Himachal Pradesh,Hamirpur,2025-09,22586367,235,194
Himachal Pradesh,Hamirpur,2025-10,18011701,214,165
Himachal Pradesh,Hamirpur,2025-11,20638571,194,191
Himachal Pradesh,Hamirpur,2025-12,19227127,210,170
Himachal Pradesh,Hamirpur,NaT,278211201,3404,2429
Himachal Pradesh,Kangra,2025-01,119154513,19979,31028
Himachal Pradesh,Kangra,2025-02,45125601,1380,611
Himachal Pradesh,Kangra,2025-03,48999542,1276,742
Himachal Pradesh,Kangra,2025-04,37189581,579,504
Himachal Pradesh,Kangra,2025-05,40185413,794,521
Himachal Pradesh,Kangra,2025-06,47415310,1292,640
Himachal Pradesh,Kangra,2025-07,36488223,867,382
Himachal Pradesh,Kangra,2025-08,44063694,565,551
Himachal Pradesh,Kangra,2025-09,44418847,806,677
Himachal Pradesh,Kangra,2025-10,46884655,837,597
Himachal Pradesh,Kangra,2025-11,44946675,1056,668
Himachal Pradesh,Kangra,2025-12,39836101,958,542
Himachal Pradesh,Kangra,NaT,645465482,14314,7747
Himachal Pradesh,Kinnaur,2025-01,11875520,1016,1598
Himachal Pradesh,Kinnaur,2025-02,5163275,43,29
Himachal Pradesh,Kinnaur,2025-03,5335362,57,30
Himachal Pradesh,Kinnaur,2025-04,2581605,18,13
Himachal Pradesh,Kinnaur,2025-05,4302718,37,23
Himachal Pradesh,Kinnaur,2025-06,5335367,77,32
Himachal Pradesh,Kinnaur,2025-07,3958492,50,16
Himachal Pradesh,Kinnaur,2025-08,4302707,42,23
Himachal Pradesh,Kinnaur,2025-09,6023773,54,29
Himachal Pradesh,Kinnaur,2025-10,4991123,40,29
Himachal Pradesh,Kinnaur,2025-11,5507480,40,33
Himachal Pradesh,Kinnaur,2025-12,4819039,38,30
Himachal Pradesh,Kinnaur,NaT,70048266,709,361
Himachal Pradesh,Kullu,2025-01,28396567,5532,7115
Himachal Pradesh,Kullu,2025-02,9579269,437,109
Himachal Pradesh,Kullu,2025-03,9050802,365,120
Himachal Pradesh,Kullu,2025-04,6267173,120,59
Himachal Pradesh,Kullu,2025-05,7655911,150,64
Himachal Pradesh,Kullu,2025-06,11837469,362,162
Himachal Pradesh,Kullu,2025-07,9929693,185,83
Himachal Pradesh,Kullu,2025-08,10793025,193,117
Himachal Pradesh,Kullu,2025-09,9920259,219,84
Himachal Pradesh,Kullu,2025-10,11315086,198,119
Himachal Pradesh,Kullu,2025-11,12018719,235,138
Himachal Pradesh,Kullu,2025-12,9576086,130,109
Himachal Pradesh,Kullu,NaT,166002717,3283,1560
Himachal Pradesh,Lahaul And Spiti,2025-01,522394,2,1
Himachal Pradesh,Lahaul And Spiti,2025-02,522377,1,2
Himachal Pradesh,Lahaul And Spiti,2025-03,175142,1,0
Himachal Pradesh,Lahaul And Spiti,2025-07,175142,1,0
Himachal Pradesh,Lahaul And Spiti,2025-08,866614,1,6
Himachal Pradesh,Lahaul And Spiti,2025-09,519367,2,2
Himachal Pradesh,Lahaul And Spiti,2025-10,172114,1,0
Himachal Pradesh,Lahaul And Spiti,2025-11,866625,1,4
Himachal Pradesh,Lahaul And Spiti,NaT,3813711,5,17
Himachal Pradesh,Lahul & Spiti,2025-01,1739299,29,77
Himachal Pradesh,Lahul & Spiti,2025-02,1389015,5,11
Himachal Pradesh,Lahul & Spiti,2025-03,1736250,3,9
Himachal Pradesh,Lahul & Spiti,2025-04,863598,1,7
Himachal Pradesh,Lahul & Spiti,2025-05,1736266,3,16
Himachal Pradesh,Lahul & Spiti,2025-06,1914415,3,15
Himachal Pradesh,Lahul & Spiti,2025-07,1210845,3,10
Himachal Pradesh,Lahul & Spiti,2025-08,2080480,2,23
Himachal Pradesh,Lahul & Spiti,2025-09,1730221,4,17
Himachal Pradesh,Lahul & Spiti,2025-10,2252608,4,19
Himachal Pradesh,Lahul & Spiti,2025-11,1911400,1,16
Himachal Pradesh,Lahul & Spiti,2025-12,1736258,6,14
Himachal Pradesh,Lahul & Spiti,NaT,27638233,46,251
Himachal Pradesh,Lahul And Spiti,2025-01,2430757,146,65
Himachal Pradesh,Lahul And Spiti,2025-02,1567172,32,3
Himachal Pradesh,Lahul And Spiti,2025-03,1739284,23,6
Himachal Pradesh,Lahul And Spiti,2025-04,1211840,8,3
Himachal Pradesh,Lahul And Spiti,2025-05,2081490,24,2
Himachal Pradesh,Lahul And Spiti,2025-06,2086533,24,6
Himachal Pradesh,Lahul And Spiti,2025-07,1385979,12,8
Himachal Pradesh,Lahul And Spiti,2025-08,2427740,16,9
Himachal Pradesh,Lahul And Spiti,2025-09,2258654,18,2
Himachal Pradesh,Lahul And Spiti,2025-10,2258655,14,5
Himachal Pradesh,Lahul And Spiti,2025-11,2436804,17,15
Himachal Pradesh,Lahul And Spiti,2025-12,2255617,14,7
Himachal Pradesh,Lahul And Spiti,NaT,27124955,209,77
Himachal Pradesh,Mandi,2025-01,70144715,14704,23517
Himachal Pradesh,Mandi,2025-02,29389345,957,506
Himachal Pradesh,Mandi,2025-03,26939008,756,475
Himachal Pradesh,Mandi,2025-04,23446246,293,310
Himachal Pradesh,Mandi,2025-05,26413015,484,416
Himachal Pradesh,Mandi,2025-06,28863215,736,505
Himachal Pradesh,Mandi,2025-07,23786236,426,310
Himachal Pradesh,Mandi,2025-08,28162402,304,476
Himachal Pradesh,Mandi,2025-09,28334873,466,571
Himachal Pradesh,Mandi,2025-10,28516451,520,495
Himachal Pradesh,Mandi,2025-11,25008489,394,483
Himachal Pradesh,Mandi,2025-12,22736541,362,455
Himachal Pradesh,Mandi,NaT,389370181,8467,5946
Himachal Pradesh,Shimla,2025-01,59119143,8839,13905
Himachal Pradesh,Shimla,2025-02,22618732,640,257
Himachal Pradesh,Shimla,2025-03,21249428,593,231
Himachal Pradesh,Shimla,2025-04,16447260,252,133
Himachal Pradesh,Shimla,2025-05,22788037,365,209
Himachal Pradesh,Shimla,2025-06,25019924,608,300
Himachal Pradesh,Shimla,2025-07,18330718,398,208
Himachal Pradesh,Shimla,2025-08,22791828,238,274
Himachal Pradesh,Shimla,2025-09,23991073,374,267
Himachal Pradesh,Shimla,2025-10,24503154,382,238
Himachal Pradesh,Shimla,2025-11,21765823,375,286
Himachal Pradesh,Shimla,2025-12,21249673,332,239
Himachal Pradesh,Shimla,NaT,333313929,6467,3317
Himachal Pradesh,Sirmaur,2025-01,18856158,9694,12151
Himachal Pradesh,Sirmaur,2025-02,7089750,266,152
Himachal Pradesh,Sirmaur,2025-03,7091736,253,181
Himachal Pradesh,Sirmaur,2025-04,6747223,141,159
Himachal Pradesh,Sirmaur,2025-05,6574197,173,139
Himachal Pradesh,Sirmaur,2025-06,7264805,286,195
Himachal Pradesh,Sirmaur,2025-07,6744009,126,103
Himachal Pradesh,Sirmaur,2025-08,6920599,147,146
Himachal Pradesh,Sirmaur,2025-09,8130034,197,211
Himachal Pradesh,Sirmaur,2025-10,7957151,265,202
Himachal Pradesh,Sirmaur,2025-11,7262682,248,197
Himachal Pradesh,Sirmaur,2025-12,7609128,276,224
Himachal Pradesh,Sirmaur,NaT,107755623,3203,2118
Himachal Pradesh,Solan,2025-01,29450234,8157,12161
Himachal Pradesh,Solan,2025-02,11780266,539,210
Himachal Pradesh,Solan,2025-03,11261550,410,210
Himachal Pradesh,Solan,2025-04,10741847,285,170
Himachal Pradesh,Solan,2025-05,11087492,312,203
Himachal Pradesh,Solan,2025-06,12645124,533,244
Himachal Pradesh,Solan,2025-07,10046342,294,133
Himachal Pradesh,Solan,2025-08,11780281,176,213
Himachal Pradesh,Solan,2025-09,13512469,316,258
Himachal Pradesh,Solan,2025-10,10221671,187,183
Himachal Pradesh,Solan,2025-11,9877061,261,211
Himachal Pradesh,Solan,2025-12,11260675,257,276
Himachal Pradesh,Solan,NaT,170984801,4525,2845
Himachal Pradesh,Una,2025-01,39950326,7312,10819
Himachal Pradesh,Una,2025-02,16030172,423,297
Himachal Pradesh,Una,2025-03,16550430,397,277
Himachal Pradesh,Una,2025-04,14964193,243,192
Himachal Pradesh,Una,2025-05,14610307,211,183
Himachal Pradesh,Una,2025-06,16382064,385,234
Himachal Pradesh,Una,2025-07,12329244,179,142
Himachal Pradesh,Una,2025-08,14075760,171,200
Himachal Pradesh,Una,2025-09,16896496,234,285
Himachal Pradesh,Una,2025-10,16198281,210,203
Himachal Pradesh,Una,2025-11,16187516,335,282
Himachal Pradesh,Una,2025-12,14776224,206,256
Himachal Pradesh,Una,NaT,226512653,4832,3041
Jammu & Kashmir,Anantnag,2025-05,192221,0,1
Jammu & Kashmir,Anantnag,2025-11,192124,1,0
Jammu & Kashmir,Anantnag,2025-12,192125,1,0
Jammu & Kashmir,Anantnag,NaT,768824,3,1
Jammu & Kashmir,Badgam,2025-03,380010,0,2
Jammu & Kashmir,Badgam,NaT,1537978,5,3
Jammu & Kashmir,Bandipur,2025-07,193502,0,1
Jammu & Kashmir,Baramula,2025-01,579403,3,1
Jammu & Kashmir,Baramula,2025-02,579603,2,1
Jammu & Kashmir,Baramula,2025-03,386404,1,1
Jammu & Kashmir,Baramula,2025-04,579324,0,3
Jammu & Kashmir,Baramula,2025-05,193121,1,0
Jammu & Kashmir,Baramula,2025-06,579403,1,2
Jammu & Kashmir,Baramula,2025-07,193101,1,0
Jammu & Kashmir,Baramula,2025-08,579303,1,4
Jammu & Kashmir,Baramula,2025-09,579403,1,3
Jammu & Kashmir,Baramula,2025-10,579303,2,3
Jammu & Kashmir,Baramula,2025-11,386224,0,2
Jammu & Kashmir,Baramula,2025-12,579323,2,2
Jammu & Kashmir,Baramula,NaT,4635491,13,19
Jammu & Kashmir,Doda,2025-02,182201,1,0
Jammu & Kashmir,Doda,2025-07,182204,1,0
Jammu & Kashmir,Doda,NaT,364348,0,2
Jammu & Kashmir,Jammu,2025-01,1082267,1,5
Jammu & Kashmir,Jammu,2025-02,1267666,2,8
Jammu & Kashmir,Jammu,2025-03,1803404,2,10
Jammu & Kashmir,Jammu,2025-04,1082354,2,4
Jammu & Kashmir,Jammu,2025-05,1444704,1,7
Jammu & Kashmir,Jammu,2025-06,1445820,0,8
Jammu & Kashmir,Jammu,2025-07,721139,1,3
Jammu & Kashmir,Jammu,2025-08,1443475,1,8
Jammu & Kashmir,Jammu,2025-09,1805967,2,11
Jammu & Kashmir,Jammu,2025-10,902328,0,7
Jammu & Kashmir,Jammu,2025-11,1626791,1,9
Jammu & Kashmir,Jammu,2025-12,1442381,0,10
Jammu & Kashmir,Jammu,NaT,19316477,20,109
Jammu & Kashmir,Kargil,2025-08,194102,0,1
Jammu & Kashmir,Kargil,2025-09,194102,0,1
Jammu & Kashmir,Kathua,2025-02,368202,2,0
Jammu & Kashmir,Kathua,2025-04,552393,2,1
Jammu & Kashmir,Kathua,2025-05,552346,2,2
Jammu & Kashmir,Kathua,2025-06,368202,2,1
Jammu & Kashmir,Kathua,2025-08,184142,1,0
Jammu & Kashmir,Kathua,2025-09,368243,2,0
Jammu & Kashmir,Kathua,2025-10,184144,0,1
Jammu & Kashmir,Kathua,2025-11,368305,1,1
Jammu & Kashmir,Kathua,2025-12,184101,0,1
Jammu & Kashmir,Kathua,NaT,4418755,13,15
Jammu & Kashmir,Kupwara,2025-04,193225,0,1
Jammu & Kashmir,Kupwara,NaT,386445,0,2
Jammu & Kashmir,Leh (Ladakh),2025-04,194101,1,0
Jammu & Kashmir,Leh (Ladakh),2025-06,194101,0,1
Jammu & Kashmir,Leh (Ladakh),NaT,1553019,8,1
Jammu & Kashmir,Pulwama,2025-04,192302,1,0
Jammu & Kashmir,Pulwama,NaT,192301,0,1
Jammu & Kashmir,Punch,2025-10,185121,0,1
Jammu & Kashmir,Punch,NaT,740436,1,3
Jammu & Kashmir,Rajauri,2025-01,185156,0,1
Jammu & Kashmir,Rajauri,2025-02,185212,0,1
Jammu & Kashmir,Rajauri,2025-04,185156,0,1
Jammu & Kashmir,Rajauri,NaT,1666509,2,7
Jammu & Kashmir,Srinagar,2025-01,190001,0,1
Jammu & Kashmir,Srinagar,2025-04,380020,0,2
Jammu & Kashmir,Srinagar,2025-06,190011,0,1
Jammu & Kashmir,Srinagar,2025-09,190001,0,1
Jammu & Kashmir,Srinagar,2025-10,190001,0,1
Jammu & Kashmir,Srinagar,2025-11,190001,0,1
Jammu & Kashmir,Srinagar,NaT,1520073,3,6
Jammu & Kashmir,Udhampur,2025-01,182301,0,1
Jammu & Kashmir,Udhampur,2025-06,182125,0,1
Jammu & Kashmir,Udhampur,2025-07,182101,0,1
Jammu & Kashmir,Udhampur,2025-09,182121,0,1
Jammu & Kashmir,Udhampur,2025-10,182101,0,1
Jammu & Kashmir,Udhampur,NaT,548407,0,3
Jammu And Kashmir,?,NaT,181206,0,1
Jammu And Kashmir,Anantnag,2025-01,21525100,12198,14060
Jammu And Kashmir,Anantnag,2025-02,8071788,373,252
Jammu And Kashmir,Anantnag,2025-03,7495321,325,183
Jammu And Kashmir,Anantnag,2025-04,8456274,386,248
Jammu And Kashmir,Anantnag,2025-05,7302732,235,188
Jammu And Kashmir,Anantnag,2025-06,7879637,295,214
Jammu And Kashmir,Anantnag,2025-07,6534029,240,173
Jammu And Kashmir,Anantnag,2025-08,8456252,363,304
Jammu And Kashmir,Anantnag,2025-09,9225140,369,261
Jammu And Kashmir,Anantnag,2025-10,8648483,373,247
Jammu And Kashmir,Anantnag,2025-11,7687365,427,252
Jammu And Kashmir,Anantnag,2025-12,6726445,469,239
Jammu And Kashmir,Anantnag,NaT,120309550,10890,3998
Jammu And Kashmir,Badgam,2025-01,8825221,2647,6352
Jammu And Kashmir,Badgam,2025-02,4214573,83,117
Jammu And Kashmir,Badgam,2025-03,3837849,75,107
Jammu And Kashmir,Badgam,2025-04,5169140,81,130
Jammu And Kashmir,Badgam,2025-05,3834743,56,99
Jammu And Kashmir,Badgam,2025-06,4222559,76,126
Jammu And Kashmir,Badgam,2025-07,3637872,34,79
Jammu And Kashmir,Badgam,2025-08,4215779,62,158
Jammu And Kashmir,Badgam,2025-09,4217966,54,102
Jammu And Kashmir,Badgam,2025-10,3261215,66,95
Jammu And Kashmir,Badgam,2025-11,3260008,74,101
Jammu And Kashmir,Badgam,2025-12,3258091,67,102
