state,district,year_month,pincode,demo_age_5_17,demo_age_17_
Jammu And Kashmir,Pulwama,2025-03,6147095,83,278
Jammu And Kashmir,Pulwama,2025-04,5760084,77,271
Jammu And Kashmir,Pulwama,2025-05,4803915,58,205
Jammu And Kashmir,Pulwama,2025-06,7107060,48,245
Jammu And Kashmir,Pulwama,2025-07,3265852,34,127
Jammu And Kashmir,Pulwama,2025-08,9027156,75,437
Jammu And Kashmir,Pulwama,2025-09,5760091,52,264
Jammu And Kashmir,Pulwama,2025-10,5375835,32,263
Jammu And Kashmir,Pulwama,2025-11,5185396,54,198
Jammu And Kashmir,Pulwama,2025-12,4994475,76,288
Jammu And Kashmir,Pulwama,NaT,93156922,833,4506
Jammu And Kashmir,Punch,2025-01,4072395,2432,12823
Jammu And Kashmir,Punch,2025-02,2406386,43,202
Jammu And Kashmir,Punch,2025-03,2776639,72,267
Jammu And Kashmir,Punch,2025-04,2776648,71,378
Jammu And Kashmir,Punch,2025-05,1665981,49,197
Jammu And Kashmir,Punch,2025-06,2591507,100,276
Jammu And Kashmir,Punch,2025-07,1295769,29,101
Jammu And Kashmir,Punch,2025-08,2036193,96,337
Jammu And Kashmir,Punch,2025-09,1851063,49,240
Jammu And Kashmir,Punch,2025-10,2591529,69,300
Jammu And Kashmir,Punch,2025-11,1665981,46,219
Jammu And Kashmir,Punch,2025-12,2406397,58,286
Jammu And Kashmir,Punch,NaT,39428474,938,3757
Jammu And Kashmir,Rajouri,2025-01,9443694,906,4774
Jammu And Kashmir,Rajouri,2025-02,7221747,54,375
Jammu And Kashmir,Rajouri,2025-03,5740211,44,290
Jammu And Kashmir,Rajouri,2025-04,7962218,79,379
Jammu And Kashmir,Rajouri,2025-05,7036317,55,244
Jammu And Kashmir,Rajouri,2025-06,7591908,66,337
Jammu And Kashmir,Rajouri,2025-07,4444061,36,143
Jammu And Kashmir,Rajouri,2025-08,9999324,126,602
Jammu And Kashmir,Rajouri,2025-09,5369915,49,274
Jammu And Kashmir,Rajouri,2025-10,7592057,48,377
Jammu And Kashmir,Rajouri,2025-11,5555158,42,288
Jammu And Kashmir,Rajouri,2025-12,8147436,53,308
Jammu And Kashmir,Rajouri,NaT,120916618,837,5022
Jammu And Kashmir,Ramban,2025-01,4007191,724,2633
Jammu And Kashmir,Ramban,2025-02,3278612,57,104
Jammu And Kashmir,Ramban,2025-03,1639308,47,95
Jammu And Kashmir,Ramban,2025-04,1821456,57,124
Jammu And Kashmir,Ramban,2025-05,2367888,27,97
Jammu And Kashmir,Ramban,2025-06,3096460,62,163
Jammu And Kashmir,Ramban,2025-07,1639304,15,40
Jammu And Kashmir,Ramban,2025-08,2732175,66,142
Jammu And Kashmir,Ramban,2025-09,2914319,55,142
Jammu And Kashmir,Ramban,2025-10,3096470,55,149
Jammu And Kashmir,Ramban,2025-11,2185734,43,133
Jammu And Kashmir,Ramban,2025-12,3096464,43,144
Jammu And Kashmir,Ramban,NaT,42804101,606,1931
Jammu And Kashmir,Reasi,2025-01,4383988,474,3057
Jammu And Kashmir,Reasi,2025-02,4022264,23,171
Jammu And Kashmir,Reasi,2025-03,2375838,20,98
Jammu And Kashmir,Reasi,2025-04,3107821,17,96
Jammu And Kashmir,Reasi,2025-05,2563962,14,79
Jammu And Kashmir,Reasi,2025-06,4563255,51,251
Jammu And Kashmir,Reasi,2025-07,2199320,16,66
Jammu And Kashmir,Reasi,2025-08,5118704,32,228
Jammu And Kashmir,Reasi,2025-09,4022105,17,128
Jammu And Kashmir,Reasi,2025-10,4016137,30,157
Jammu And Kashmir,Reasi,2025-11,4019160,15,172
Jammu And Kashmir,Reasi,2025-12,4560154,28,231
Jammu And Kashmir,Reasi,NaT,68333582,382,2547
Jammu And Kashmir,Samba,2025-01,5312823,268,2151
Jammu And Kashmir,Samba,2025-02,3103273,9,57
Jammu And Kashmir,Samba,2025-03,2744029,16,57
Jammu And Kashmir,Samba,2025-04,3471538,6,108
Jammu And Kashmir,Samba,2025-05,2744026,10,46
Jammu And Kashmir,Samba,2025-06,5116827,17,134
Jammu And Kashmir,Samba,2025-07,2372765,3,38
Jammu And Kashmir,Samba,2025-08,6393767,18,160
Jammu And Kashmir,Samba,2025-09,3100339,7,59
Jammu And Kashmir,Samba,2025-10,4924421,24,104
Jammu And Kashmir,Samba,2025-11,3839788,12,92
Jammu And Kashmir,Samba,2025-12,5116813,14,131
Jammu And Kashmir,Samba,NaT,64493005,224,1355
Jammu And Kashmir,Shupiyan,2025-01,1346121,1044,3492
Jammu And Kashmir,Shupiyan,2025-02,576909,41,113
Jammu And Kashmir,Shupiyan,2025-03,576909,33,121
Jammu And Kashmir,Shupiyan,2025-04,1149236,37,154
Jammu And Kashmir,Shupiyan,2025-05,576909,22,87
Jammu And Kashmir,Shupiyan,2025-06,192303,20,45
Jammu And Kashmir,Shupiyan,2025-07,192303,15,35
Jammu And Kashmir,Shupiyan,2025-08,574618,34,100
Jammu And Kashmir,Shupiyan,2025-09,766921,24,58
Jammu And Kashmir,Shupiyan,2025-10,576909,46,126
Jammu And Kashmir,Shupiyan,2025-11,192303,2,27
Jammu And Kashmir,Shupiyan,2025-12,576909,24,94
Jammu And Kashmir,Shupiyan,NaT,11714446,502,1911
Jammu And Kashmir,Srinagar,2025-01,20737259,1383,13203
Jammu And Kashmir,Srinagar,2025-02,16363476,91,895
Jammu And Kashmir,Srinagar,2025-03,13317747,74,770
Jammu And Kashmir,Srinagar,2025-04,16361500,94,1028
Jammu And Kashmir,Srinagar,2025-05,12173048,67,609
Jammu And Kashmir,Srinagar,2025-06,16171141,108,1225
Jammu And Kashmir,Srinagar,2025-07,9130678,46,391
Jammu And Kashmir,Srinagar,2025-08,17889515,120,1135
Jammu And Kashmir,Srinagar,2025-09,12174240,76,767
Jammu And Kashmir,Srinagar,2025-10,16553423,80,931
Jammu And Kashmir,Srinagar,2025-11,12181006,79,719
Jammu And Kashmir,Srinagar,2025-12,14078953,66,896
Jammu And Kashmir,Srinagar,NaT,237073531,1211,13642
Jammu And Kashmir,Udhampur,2025-01,11128744,652,7373
Jammu And Kashmir,Udhampur,2025-02,6752947,12,216
Jammu And Kashmir,Udhampur,2025-03,6927913,15,248
Jammu And Kashmir,Udhampur,2025-04,9489799,24,379
Jammu And Kashmir,Udhampur,2025-05,7116425,10,192
Jammu And Kashmir,Udhampur,2025-06,10392346,29,474
Jammu And Kashmir,Udhampur,2025-07,5291492,10,132
Jammu And Kashmir,Udhampur,2025-08,10950558,23,399
Jammu And Kashmir,Udhampur,2025-09,6386038,7,247
Jammu And Kashmir,Udhampur,2025-10,8947816,7,286
Jammu And Kashmir,Udhampur,2025-11,8938441,20,288
Jammu And Kashmir,Udhampur,2025-12,9665725,27,423
Jammu And Kashmir,Udhampur,NaT,146471264,336,5021
Jharkhand,Bokaro,2025-01,91066653,830,32086
Jharkhand,Bokaro,2025-02,96048054,151,1398
Jharkhand,Bokaro,2025-03,77840080,144,1240
Jharkhand,Bokaro,2025-04,97703775,172,1725
Jharkhand,Bokaro,2025-05,69561766,74,695
Jharkhand,Bokaro,2025-06,92722423,181,1476
Jharkhand,Bokaro,2025-07,62099459,79,717
Jharkhand,Bokaro,2025-08,113437614,241,2306
Jharkhand,Bokaro,2025-09,79489476,169,1505
Jharkhand,Bokaro,2025-10,97690767,163,1638
Jharkhand,Bokaro,2025-11,89417773,174,1658
Jharkhand,Bokaro,2025-12,95205934,176,1921
Jharkhand,Bokaro,NaT,1417518042,1870,17884
Jharkhand,Chatra,2025-01,23109561,938,17167
Jharkhand,Chatra,2025-02,19808382,157,1188
Jharkhand,Chatra,2025-03,12379993,91,726
Jharkhand,Chatra,2025-04,19808338,134,1266
Jharkhand,Chatra,2025-05,14856022,88,681
Jharkhand,Chatra,2025-06,19808492,160,1187
Jharkhand,Chatra,2025-07,10729580,66,590
Jharkhand,Chatra,2025-08,23110014,179,1594
Jharkhand,Chatra,2025-09,16507022,141,1096
Jharkhand,Chatra,2025-10,18983249,147,1380
Jharkhand,Chatra,2025-11,15681394,127,1124
Jharkhand,Chatra,2025-12,18158043,145,1286
Jharkhand,Chatra,NaT,281442019,1616,14022
Jharkhand,Deoghar,2025-01,48860447,954,27093
Jharkhand,Deoghar,2025-02,39909163,106,1089
Jharkhand,Deoghar,2025-03,37462453,127,1187
Jharkhand,Deoghar,2025-04,43162599,99,1214
Jharkhand,Deoghar,2025-05,30941988,60,562
Jharkhand,Deoghar,2025-06,35021217,136,1287
Jharkhand,Deoghar,2025-07,30132720,69,516
Jharkhand,Deoghar,2025-08,52125380,218,2147
Jharkhand,Deoghar,2025-09,31765393,96,1040
Jharkhand,Deoghar,2025-10,47234412,143,1503
Jharkhand,Deoghar,2025-11,41543077,141,1175
Jharkhand,Deoghar,2025-12,43980343,195,1738
Jharkhand,Deoghar,NaT,653164439,1678,15487
Jharkhand,Dhanbad,2025-01,143254970,1682,53301
Jharkhand,Dhanbad,2025-02,125858228,200,2295
Jharkhand,Dhanbad,2025-03,118405363,159,1665
Jharkhand,Dhanbad,2025-04,129164498,143,2074
Jharkhand,Dhanbad,2025-05,84452557,85,936
Jharkhand,Dhanbad,2025-06,124201581,223,2456
Jharkhand,Dhanbad,2025-07,96876224,133,1127
Jharkhand,Dhanbad,2025-08,155666334,255,3209
Jharkhand,Dhanbad,2025-09,99364677,130,1576
Jharkhand,Dhanbad,2025-10,133311444,160,2274
Jharkhand,Dhanbad,2025-11,112612792,152,1970
Jharkhand,Dhanbad,2025-12,135793505,188,2691
Jharkhand,Dhanbad,NaT,1962381661,2266,26447
Jharkhand,Dumka,2025-01,60263685,1137,25006
Jharkhand,Dumka,2025-02,51312174,127,1381
Jharkhand,Dumka,2025-03,56196975,115,1372
Jharkhand,Dumka,2025-04,58641334,142,1510
Jharkhand,Dumka,2025-05,39096291,90,960
Jharkhand,Dumka,2025-06,54564560,130,1349
Jharkhand,Dumka,2025-07,34205478,61,656
Jharkhand,Dumka,2025-08,65968590,193,2031
Jharkhand,Dumka,2025-09,36649820,94,961
Jharkhand,Dumka,2025-10,59459478,175,1850
Jharkhand,Dumka,2025-11,45609343,119,1323
Jharkhand,Dumka,2025-12,52944431,155,1444
Jharkhand,Dumka,NaT,827462899,1481,15796
Jharkhand,East Singhbhum,2025-01,79827960,1263,21771
Jharkhand,East Singhbhum,2025-02,72345338,127,1573
Jharkhand,East Singhbhum,2025-03,69845507,124,1466
Jharkhand,East Singhbhum,2025-04,82320185,143,1893
Jharkhand,East Singhbhum,2025-05,59868600,83,852
Jharkhand,East Singhbhum,2025-06,69844442,151,1553
Jharkhand,East Singhbhum,2025-07,49890783,77,716
Jharkhand,East Singhbhum,2025-08,88968962,161,1994
Jharkhand,East Singhbhum,2025-09,64859032,116,1241
Jharkhand,East Singhbhum,2025-10,80659896,128,1635
Jharkhand,East Singhbhum,2025-11,63197645,141,1336
Jharkhand,East Singhbhum,2025-12,80659468,127,1604
Jharkhand,East Singhbhum,NaT,1097570929,1499,18886
Jharkhand,Garhwa,2025-01,31240659,518,10398
Jharkhand,Garhwa,2025-02,26307908,146,1386
Jharkhand,Garhwa,2025-03,22197297,122,913
Jharkhand,Garhwa,2025-04,26307933,104,896
Jharkhand,Garhwa,2025-05,26307957,72,542
Jharkhand,Garhwa,2025-06,29596409,194,1431
Jharkhand,Garhwa,2025-07,19730925,75,570
Jharkhand,Garhwa,2025-08,36995483,165,1625
Jharkhand,Garhwa,2025-09,24663637,145,1157
Jharkhand,Garhwa,2025-10,31240659,166,1470
Jharkhand,Garhwa,2025-11,24663653,110,928
Jharkhand,Garhwa,2025-12,27130028,140,1247
Jharkhand,Garhwa,NaT,420132685,1502,14251
Jharkhand,Garhwa *,2025-01,8221212,3,141
Jharkhand,Garhwa *,2025-02,7399108,2,60
Jharkhand,Garhwa *,2025-03,8221212,0,97
Jharkhand,Garhwa *,2025-04,9865458,3,130
Jharkhand,Garhwa *,2025-05,6576984,2,31
Jharkhand,Garhwa *,2025-06,4110618,1,24
Jharkhand,Garhwa *,2025-07,2466366,1,11
Jharkhand,Garhwa *,2025-08,8221216,3,128
Jharkhand,Garhwa *,2025-09,4110608,2,70
Jharkhand,Garhwa *,2025-10,4110608,1,72
Jharkhand,Garhwa *,2025-11,7399084,6,111
Jharkhand,Garhwa *,2025-12,7399098,2,101
Jharkhand,Garhwa *,NaT,116741288,18,1096
Jharkhand,Giridih,2025-01,63941994,2763,67267
Jharkhand,Giridih,2025-02,46711758,260,1829
Jharkhand,Giridih,2025-03,54139650,328,1907
Jharkhand,Giridih,2025-04,54139777,315,2256
Jharkhand,Giridih,2025-05,45091148,179,1110
Jharkhand,Giridih,2025-06,54945225,343,2215
Jharkhand,Giridih,2025-07,33587088,127,875
Jharkhand,Giridih,2025-08,57397979,355,2724
Jharkhand,Giridih,2025-09,39364146,221,1650
Jharkhand,Giridih,2025-10,51691907,357,2412
Jharkhand,Giridih,2025-11,48392736,363,2098
Jharkhand,Giridih,2025-12,57391098,426,2865
Jharkhand,Giridih,NaT,795477228,3703,26723
Jharkhand,Godda,2025-01,31755772,772,18921
Jharkhand,Godda,2025-02,29310345,131,1405
Jharkhand,Godda,2025-03,30124543,111,1289
Jharkhand,Godda,2025-04,32568076,122,1865
Jharkhand,Godda,2025-05,21165966,65,933
Jharkhand,Godda,2025-06,28490425,152,1806
Jharkhand,Godda,2025-07,18723625,70,852
Jharkhand,Godda,2025-08,34199230,168,1865
Jharkhand,Godda,2025-09,23613243,103,1329
Jharkhand,Godda,2025-10,30948520,154,1917
Jharkhand,Godda,2025-11,26871819,146,1452
Jharkhand,Godda,2025-12,35826545,175,1657
Jharkhand,Godda,NaT,474684239,1616,18601
Jharkhand,Gumla,2025-01,52619553,633,11560
Jharkhand,Gumla,2025-02,42597064,121,1102
Jharkhand,Gumla,2025-03,40091202,75,799
Jharkhand,Gumla,2025-04,46772817,134,1185
Jharkhand,Gumla,2025-05,39255422,69,592
Jharkhand,Gumla,2025-06,43431880,127,1073
Jharkhand,Gumla,2025-07,38420694,56,561
Jharkhand,Gumla,2025-08,49278680,192,1922
Jharkhand,Gumla,2025-09,40926225,141,1232
Jharkhand,Gumla,2025-10,46773018,136,1691
Jharkhand,Gumla,2025-11,40926185,120,1391
Jharkhand,Gumla,2025-12,50949051,181,2225
Jharkhand,Gumla,NaT,689901466,1815,17620
Jharkhand,Hazaribag,2025-01,26415329,48,3601
Jharkhand,Hazaribag,2025-02,18982843,11,115
Jharkhand,Hazaribag,2025-03,22284360,9,193
Jharkhand,Hazaribag,2025-04,31366933,20,261
Jharkhand,Hazaribag,2025-05,18157621,11,90
Jharkhand,Hazaribag,2025-06,30538069,11,170
Jharkhand,Hazaribag,2025-07,12380127,9,108
Jharkhand,Hazaribag,2025-08,37140735,30,459
Jharkhand,Hazaribag,2025-09,18982925,8,246
Jharkhand,Hazaribag,2025-10,28886888,16,330
Jharkhand,Hazaribag,2025-11,22287764,12,181
Jharkhand,Hazaribag,2025-12,30545458,14,245
Jharkhand,Hazaribag,NaT,363972948,192,3336
Jharkhand,Hazaribagh,2025-01,71031787,1590,28689
Jharkhand,Hazaribagh,2025-02,52040740,147,1037
Jharkhand,Hazaribagh,2025-03,60291206,161,1165
Jharkhand,Hazaribagh,2025-04,66075925,192,1379
Jharkhand,Hazaribagh,2025-05,50380387,100,742
Jharkhand,Hazaribagh,2025-06,65251057,212,1687
Jharkhand,Hazaribagh,2025-07,38806323,98,718
Jharkhand,Hazaribagh,2025-08,71860635,277,1962
Jharkhand,Hazaribagh,2025-09,52034078,136,1026
Jharkhand,Hazaribagh,2025-10,57811573,160,1493
Jharkhand,Hazaribagh,2025-11,56986875,204,1520
Jharkhand,Hazaribagh,2025-12,66071549,213,1904
Jharkhand,Hazaribagh,NaT,952223764,2301,17532
Jharkhand,Jamtara,2025-01,20380306,366,12639
Jharkhand,Jamtara,2025-02,15485789,44,727
Jharkhand,Jamtara,2025-03,17116497,59,659
Jharkhand,Jamtara,2025-04,14671619,46,735
Jharkhand,Jamtara,2025-05,13043287,57,462
Jharkhand,Jamtara,2025-06,12227936,51,592
Jharkhand,Jamtara,2025-07,13043287,28,447
Jharkhand,Jamtara,2025-08,20381484,66,1154
Jharkhand,Jamtara,2025-09,15486981,50,928
Jharkhand,Jamtara,2025-10,15488154,61,854
Jharkhand,Jamtara,2025-11,13856278,59,603
Jharkhand,Jamtara,2025-12,15488167,43,905
Jharkhand,Jamtara,NaT,252706369,752,10616
Jharkhand,Khunti,2025-01,30066935,428,8165
Jharkhand,Khunti,2025-02,21714460,40,404
Jharkhand,Khunti,2025-03,24218963,37,463
Jharkhand,Khunti,2025-04,21712060,42,567
Jharkhand,Khunti,2025-05,20041593,27,362
Jharkhand,Khunti,2025-06,21714668,35,374
Jharkhand,Khunti,2025-07,15032715,17,153
Jharkhand,Khunti,2025-08,31733462,64,728
Jharkhand,Khunti,2025-09,15866751,31,500
Jharkhand,Khunti,2025-10,24214231,49,716
Jharkhand,Khunti,2025-11,24218895,53,588
Jharkhand,Khunti,2025-12,25885756,53,564
Jharkhand,Khunti,NaT,343222266,534,6427
Jharkhand,Kodarma,2025-01,13206215,21,657
Jharkhand,Kodarma,2025-02,8253652,7,85
Jharkhand,Kodarma,2025-03,8254028,9,85
Jharkhand,Kodarma,2025-04,13205906,5,152
Jharkhand,Kodarma,2025-05,7428119,6,45
Jharkhand,Kodarma,2025-06,8253954,3,55
Jharkhand,Kodarma,2025-07,8253923,5,55
Jharkhand,Kodarma,2025-08,10729974,9,106
Jharkhand,Kodarma,2025-09,10729688,7,107
Jharkhand,Kodarma,2025-10,17333287,17,144
Jharkhand,Kodarma,2025-11,9904665,5,86
Jharkhand,Kodarma,2025-12,9904560,8,134
Jharkhand,Kodarma,NaT,165860283,119,1071
Jharkhand,Koderma,2025-01,23108806,368,12524
Jharkhand,Koderma,2025-02,20632889,100,614
Jharkhand,Koderma,2025-03,21458668,54,449
Jharkhand,Koderma,2025-04,20632957,52,470
Jharkhand,Koderma,2025-05,16506175,24,198
Jharkhand,Koderma,2025-06,22283099,94,512
Jharkhand,Koderma,2025-07,14030762,25,175
Jharkhand,Koderma,2025-08,25585155,63,684
Jharkhand,Koderma,2025-09,15681168,46,408
Jharkhand,Koderma,2025-10,17331706,44,412
Jharkhand,Koderma,2025-11,19807945,56,498
Jharkhand,Koderma,2025-12,18983407,55,482
Jharkhand,Koderma,NaT,322704290,691,5087
Jharkhand,Latehar,2025-01,26456605,706,13438
Jharkhand,Latehar,2025-02,24791125,108,846
Jharkhand,Latehar,2025-03,24791117,75,697
Jharkhand,Latehar,2025-04,24798208,98,781
Jharkhand,Latehar,2025-05,23954842,56,580
Jharkhand,Latehar,2025-06,23961949,70,866
Jharkhand,Latehar,2025-07,19007941,50,427
Jharkhand,Latehar,2025-08,28923008,154,1368
Jharkhand,Latehar,2025-09,23146873,110,1061
Jharkhand,Latehar,2025-10,19837152,106,957
Jharkhand,Latehar,2025-11,24784032,131,1047
Jharkhand,Latehar,2025-12,23132736,124,1263
Jharkhand,Latehar,NaT,371937665,1229,12297
Jharkhand,Lohardaga,2025-01,25893029,380,6580
Jharkhand,Lohardaga,2025-02,14199313,49,335
Jharkhand,Lohardaga,2025-03,14199246,43,275
Jharkhand,Lohardaga,2025-04,23386837,25,396
Jharkhand,Lohardaga,2025-05,11693605,7,95
Jharkhand,Lohardaga,2025-06,19208093,86,533
Jharkhand,Lohardaga,2025-07,11693768,22,138
Jharkhand,Lohardaga,2025-08,28398704,93,712
Jharkhand,Lohardaga,2025-09,14199372,54,408
Jharkhand,Lohardaga,2025-10,15870061,74,697
Jharkhand,Lohardaga,2025-11,11693502,33,236
Jharkhand,Lohardaga,2025-12,25055300,63,571
Jharkhand,Lohardaga,NaT,274799070,582,4932
Jharkhand,Pakaur,2025-01,8161052,55,1428
Jharkhand,Pakaur,2025-02,6528847,6,60
Jharkhand,Pakaur,2025-03,5712737,4,58
Jharkhand,Pakaur,2025-04,7344952,4,97
Jharkhand,Pakaur,2025-05,7344950,10,44
Jharkhand,Pakaur,2025-06,9793265,11,165
Jharkhand,Pakaur,2025-07,4080528,0,43
Jharkhand,Pakaur,2025-08,8161057,8,155
Jharkhand,Pakaur,2025-09,4896634,8,66
Jharkhand,Pakaur,2025-10,10609371,12,136
Jharkhand,Pakaur,2025-11,8157067,18,96
Jharkhand,Pakaur,2025-12,9793265,8,104
Jharkhand,Pakaur,NaT,102817357,83,999
Jharkhand,Pakur,2025-01,28549755,1110,23730
Jharkhand,Pakur,2025-02,17950361,44,639
Jharkhand,Pakur,2025-03,16318148,57,689
Jharkhand,Pakur,2025-04,20396737,63,578
Jharkhand,Pakur,2025-05,13871836,44,394
Jharkhand,Pakur,2025-06,18766477,103,1014
Jharkhand,Pakur,2025-07,13053723,32,334
Jharkhand,Pakur,2025-08,26921518,141,1561
Jharkhand,Pakur,2025-09,14685936,60,779
Jharkhand,Pakur,2025-10,21210809,94,842
Jharkhand,Pakur,2025-11,17132274,69,689
Jharkhand,Pakur,2025-12,17950347,59,529
Jharkhand,Pakur,NaT,298603289,914,10893
Jharkhand,Palamau,2025-01,9865394,19,1424
Jharkhand,Palamau,2025-02,7399092,5,74
Jharkhand,Palamau,2025-03,9865431,3,58
Jharkhand,Palamau,2025-04,11509656,15,109
Jharkhand,Palamau,2025-05,4110544,1,32
Jharkhand,Palamau,2025-06,9865475,4,142
Jharkhand,Palamau,2025-07,7399052,1,36
Jharkhand,Palamau,2025-08,9043309,5,89
Jharkhand,Palamau,2025-09,8221223,5,85
Jharkhand,Palamau,2025-10,10687526,3,100
Jharkhand,Palamau,2025-11,9043306,5,115
Jharkhand,Palamau,2025-12,11509681,6,167
Jharkhand,Palamau,NaT,132360773,68,1115
Jharkhand,Palamu,2025-01,63303037,3050,55198
Jharkhand,Palamu,2025-02,37817426,206,1522
Jharkhand,Palamu,2025-03,44394434,224,1713
Jharkhand,Palamu,2025-04,54259797,297,2914
Jharkhand,Palamu,2025-05,39461666,196,1353
Jharkhand,Palamu,2025-06,42750115,272,2259
Jharkhand,Palamu,2025-07,28774065,109,870
Jharkhand,Palamu,2025-08,49327054,421,3141
Jharkhand,Palamu,2025-09,36995328,239,2056
Jharkhand,Palamu,2025-10,37817383,288,2216
Jharkhand,Palamu,2025-11,41105910,289,2198
Jharkhand,Palamu,2025-12,48504935,387,3059
Jharkhand,Palamu,NaT,704569649,3432,26142
Jharkhand,Pashchimi Singhbhum,2025-01,12499621,46,2710
Jharkhand,Pashchimi Singhbhum,2025-02,10004301,6,195
Jharkhand,Pashchimi Singhbhum,2025-03,14996855,9,268
Jharkhand,Pashchimi Singhbhum,2025-04,13330416,8,266
Jharkhand,Pashchimi Singhbhum,2025-05,8336565,1,64
Jharkhand,Pashchimi Singhbhum,2025-06,13326132,8,142
Jharkhand,Pashchimi Singhbhum,2025-07,9163664,7,110
Jharkhand,Pashchimi Singhbhum,2025-08,15838367,14,391
Jharkhand,Pashchimi Singhbhum,2025-09,10832081,4,248
Jharkhand,Pashchimi Singhbhum,2025-10,11668345,2,156
Jharkhand,Pashchimi Singhbhum,2025-11,9998797,9,252
Jharkhand,Pashchimi Singhbhum,2025-12,16659264,7,392
Jharkhand,Pashchimi Singhbhum,NaT,185807819,114,3728
Jharkhand,Purbi Singhbhum,2025-01,48209213,3,223
Jharkhand,Purbi Singhbhum,2025-02,39897163,9,258
Jharkhand,Purbi Singhbhum,2025-03,34913735,9,185
Jharkhand,Purbi Singhbhum,2025-04,45715771,6,262
Jharkhand,Purbi Singhbhum,2025-05,28263100,8,106
Jharkhand,Purbi Singhbhum,2025-06,39901574,1,210
Jharkhand,Purbi Singhbhum,2025-07,24103874,2,95
Jharkhand,Purbi Singhbhum,2025-08,46548753,5,222
Jharkhand,Purbi Singhbhum,2025-09,34910460,2,179
Jharkhand,Purbi Singhbhum,2025-10,34076870,1,172
Jharkhand,Purbi Singhbhum,2025-11,30753009,3,163
Jharkhand,Purbi Singhbhum,2025-12,46545639,3,276
Jharkhand,Purbi Singhbhum,NaT,556923249,34,2429
Jharkhand,Ramgarh,2025-01,68748132,721,15194
Jharkhand,Ramgarh,2025-02,57132531,87,929
Jharkhand,Ramgarh,2025-03,60456936,38,567
Jharkhand,Ramgarh,2025-04,59608237,95,792
Jharkhand,Ramgarh,2025-05,44730229,36,421
Jharkhand,Ramgarh,2025-06,63753361,116,1005
Jharkhand,Ramgarh,2025-07,43882377,22,360
Jharkhand,Ramgarh,2025-08,75338385,130,1217
Jharkhand,Ramgarh,2025-09,46373330,63,614
Jharkhand,Ramgarh,2025-10,59623730,90,998
Jharkhand,Ramgarh,2025-11,48860698,63,634
Jharkhand,Ramgarh,2025-12,62107389,88,969
Jharkhand,Ramgarh,NaT,890205332,828,9383
Jharkhand,Ranchi,2025-01,105096958,3289,46569
Jharkhand,Ranchi,2025-02,82587662,241,2380
Jharkhand,Ranchi,2025-03,76751952,173,1806
Jharkhand,Ranchi,2025-04,89250951,213,2147
Jharkhand,Ranchi,2025-05,78413807,142,1215
Jharkhand,Ranchi,2025-06,84253274,306,2283
Jharkhand,Ranchi,2025-07,55053943,104,872
Jharkhand,Ranchi,2025-08,109256523,290,3214
Jharkhand,Ranchi,2025-09,68403200,207,1786
Jharkhand,Ranchi,2025-10,83404574,242,2593
Jharkhand,Ranchi,2025-11,73395385,201,2108
Jharkhand,Ranchi,2025-12,99285907,246,3048
Jharkhand,Ranchi,NaT,1302916458,2652,25326
Jharkhand,Sahebganj,2025-01,33451778,1199,23930
Jharkhand,Sahebganj,2025-02,25290790,124,1158
Jharkhand,Sahebganj,2025-03,27739054,140,1371
Jharkhand,Sahebganj,2025-04,39161703,161,1913
Jharkhand,Sahebganj,2025-05,30187426,88,1001
Jharkhand,Sahebganj,2025-06,26922898,94,1148
Jharkhand,Sahebganj,2025-07,22029197,69,752
Jharkhand,Sahebganj,2025-08,33448949,166,1859
Jharkhand,Sahebganj,2025-09,25290712,145,1353
Jharkhand,Sahebganj,2025-10,30190327,158,1410
Jharkhand,Sahebganj,2025-11,22848189,145,1516
Jharkhand,Sahebganj,2025-12,30184462,175,1798
Jharkhand,Sahebganj,NaT,500937167,2086,21790
Jharkhand,Sahibganj,2025-01,8977146,20,774
Jharkhand,Sahibganj,2025-02,8161056,2,75
Jharkhand,Sahibganj,2025-03,8977162,16,88
Jharkhand,Sahibganj,2025-04,9793281,7,71
Jharkhand,Sahibganj,2025-05,4890833,3,50
Jharkhand,Sahibganj,2025-06,9793286,4,90
Jharkhand,Sahibganj,2025-07,4896627,3,34
Jharkhand,Sahibganj,2025-08,15503108,16,162
Jharkhand,Sahibganj,2025-09,8161047,5,88
Jharkhand,Sahibganj,2025-10,8161055,6,84
Jharkhand,Sahibganj,2025-11,7344948,5,73
Jharkhand,Sahibganj,2025-12,7344943,3,89
Jharkhand,Sahibganj,NaT,115886913,60,828
Jharkhand,Seraikela-Kharsawan,2025-01,67415614,478,9459
Jharkhand,Seraikela-Kharsawan,2025-02,74911953,76,837
Jharkhand,Seraikela-Kharsawan,2025-03,72409654,73,930
Jharkhand,Seraikela-Kharsawan,2025-04,69082140,79,927
Jharkhand,Seraikela-Kharsawan,2025-05,60752650,30,468
Jharkhand,Seraikela-Kharsawan,2025-06,63262468,75,815
Jharkhand,Seraikela-Kharsawan,2025-07,44109791,47,513
Jharkhand,Seraikela-Kharsawan,2025-08,80738941,134,1578
Jharkhand,Seraikela-Kharsawan,2025-09,55762426,56,882
